game_id,season_type,week,game_date,home_team,away_team,posteam,defteam,location,stadium,roof,surface,temp,wind,qtr,down,ydstogo,yardline_100,time,quarter_seconds_remaining,game_seconds_remaining,score_differential,goal_to_go,posteam_timeouts_remaining,defteam_timeouts_remaining,play_type,rush_attempt,pass_attempt,field_goal_attempt,shotgun,no_huddle,qb_dropback,run_location,run_gap,pass_length,pass_location,air_yards,yards_after_catch,yards_gained,success,epa,touchdown
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,2.0,10,57.0,10:43,643.0,3343.0,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,11.0,4.0,15.0,1.0,1.4711658363230526,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,10,42.0,10:07,607.0,3307.0,0.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,3.0,0.0,-0.268949241,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,2.0,7,39.0,9:29,569.0,3269.0,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,right,tackle,,,,,9.0,1.0,1.0966670187190175,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,10,30.0,8:50,530.0,3230.0,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,right,30.0,,0.0,0.0,-0.450250341,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,2.0,10,30.0,8:44,524.0,3224.0,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,middle,,,,,,3.0,0.0,-0.309068296,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,3.0,7,27.0,8:05,485.0,3185.0,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,middle,23.0,,0.0,0.0,-1.146164001,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,4.0,7,27.0,8:00,480.0,3180.0,0.0,0,3.0,3.0,field_goal,0.0,0.0,1.0,0,0,0.0,,,,,,,0.0,1.0,1.0468595783607126,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,10,70.0,7:50,470.0,3170.0,-3.0,0,3.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,short,right,1.0,22.0,23.0,1.0,1.4457358887884766,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,10,47.0,7:16,436.0,3136.0,-3.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,3.0,0.0,-0.334063199,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,2.0,7,44.0,6:46,406.0,3106.0,-3.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,right,guard,,,,,18.0,1.0,1.6577869696775451,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,10,26.0,6:12,372.0,3072.0,-3.0,0,3.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,short,left,-5.0,4.0,-1.0,0.0,-0.855417941,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,2.0,11,27.0,5:52,352.0,3052.0,-3.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,3.0,4.0,7.0,1.0,0.3852503581438213,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,3.0,4,20.0,5:10,310.0,3010.0,-3.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,middle,18.0,1.0,19.0,1.0,2.4681913483073004,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,1,1.0,4:45,285.0,2985.0,-3.0,1,3.0,3.0,run,1.0,0.0,0.0,1,1,0.0,middle,,,,,,0.0,0.0,-0.226877589,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,2.0,1,1.0,4:32,272.0,2972.0,-3.0,1,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,0.0,0.0,-0.383105343,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,3.0,1,1.0,3:48,228.0,2928.0,-3.0,1,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,1.0,1.0,1.1078797607915476,1.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,10,70.0,3:44,224.0,2924.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,deep,middle,24.0,4.0,28.0,1.0,1.840183911845088,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,15,47.0,2:47,167.0,2867.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,6.0,5.0,11.0,1.0,0.9208243306493388,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,2.0,4,36.0,2:09,129.0,2829.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,right,end,,,,,6.0,1.0,0.5500575688201934,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,10,30.0,1:27,87.0,2787.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,8.0,,0.0,0.0,-4.773416147,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,10,78.0,1:20,80.0,2780.0,4.0,0,3.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,short,right,14.0,,0.0,0.0,-0.586245727,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,2.0,10,78.0,1:12,72.0,2772.0,4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,5.0,4.0,9.0,1.0,0.9954401161521672,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,3.0,1,69.0,0:44,44.0,2744.0,4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,1,1.0,,,short,right,8.0,,0.0,0.0,-1.683744583,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,4.0,1,69.0,0:35,35.0,2735.0,4.0,0,3.0,3.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,0.0,-0.010107784,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,1,1.0,10,83.0,0:28,28.0,2728.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,7.0,1.0,0.2450826857239008,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,3,76.0,15:00,900.0,2700.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,0.0,0.0,-0.76478946,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,3.0,3,76.0,14:22,862.0,2662.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,7.0,2.0,9.0,1.0,1.562738745007664,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,67.0,13:44,824.0,2624.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,short,middle,4.0,0.0,4.0,0.0,-0.082548401,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,6,63.0,13:29,809.0,2609.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,6.0,0.0,6.0,1.0,0.7661276650615036,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,57.0,12:52,772.0,2572.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,1.0,left,end,,,,,6.0,1.0,0.2769566618371755,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,4,51.0,12:12,732.0,2532.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,left,end,,,,,-3.0,0.0,-1.285755048,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,3.0,7,54.0,11:26,686.0,2486.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,8.0,0.0,8.0,1.0,1.730302018346265,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,46.0,10:42,642.0,2442.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,3.0,0.0,-0.352454074,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,7,43.0,10:00,600.0,2400.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,right,23.0,,0.0,0.0,-0.777720877,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,3.0,7,43.0,9:53,593.0,2393.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,8.0,0.0,8.0,1.0,1.8502383838640528,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,35.0,9:08,548.0,2348.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,1.0,left,end,,,,,11.0,1.0,0.998184156,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,19.0,8:44,524.0,2324.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,left,tackle,,,,,5.0,1.0,0.1851369543001055,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,10,19.0,7:40,460.0,2260.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,left,guard,,,,,5.0,0.0,-0.059409926,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,3.0,5,14.0,6:59,419.0,2219.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,4.0,2.0,6.0,1.0,1.2436281322152354,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,8,8.0,6:15,375.0,2175.0,-4.0,1,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,1.0,0.0,-0.406931481,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,7,7.0,5:34,334.0,2134.0,-4.0,1,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,7.0,,0.0,0.0,-5.364546015,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,80.0,5:24,324.0,2124.0,4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,4.0,0.0,-0.238319873,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,6,76.0,4:47,287.0,2087.0,4.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,1.0,right,end,,,,,2.0,0.0,-0.229970673,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,3.0,4,74.0,4:04,244.0,2044.0,4.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,1.0,left,end,,,,,5.0,1.0,1.2767926686210558,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,69.0,3:48,228.0,2028.0,4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,left,guard,,,,,2.0,0.0,-0.499177831,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,8,67.0,3:11,191.0,1991.0,4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,-5.0,4.0,-1.0,0.0,-0.438812072,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,3.0,9,68.0,2:30,150.0,1950.0,4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,15.0,0.0,15.0,1.0,1.7933933353051543,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,53.0,2:00,120.0,1920.0,4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,right,guard,,,,,1.0,0.0,-0.477829066,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,9,52.0,1:55,115.0,1915.0,4.0,0,3.0,2.0,pass,0.0,1.0,0.0,1,0,1.0,,,,,,,-8.0,0.0,-1.328825663,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,3.0,17,60.0,1:52,112.0,1912.0,4.0,0,3.0,1.0,run,1.0,0.0,0.0,1,0,0.0,middle,,,,,,3.0,0.0,-0.865965577,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,4.0,14,57.0,1:49,109.0,1909.0,4.0,0,3.0,0.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,0.0,-0.133191157,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,82.0,1:42,102.0,1902.0,-4.0,0,0.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,middle,22.0,,0.0,0.0,-0.176449259,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,10,82.0,1:37,97.0,1897.0,-4.0,0,0.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,-1.0,9.0,8.0,1.0,0.1456868471577763,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,3.0,2,74.0,1:29,89.0,1889.0,-4.0,0,0.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,4.0,,0.0,0.0,-0.638639673,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,4.0,2,74.0,1:24,84.0,1884.0,-4.0,0,0.0,3.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,0.0,-0.418687381,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,1.0,10,69.0,1:17,77.0,1877.0,4.0,0,3.0,0.0,pass,0.0,1.0,0.0,1,0,1.0,,,,,,,-8.0,0.0,-0.442856333,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,2.0,18,77.0,0:49,49.0,1849.0,4.0,0,3.0,0.0,pass,0.0,1.0,0.0,1,1,1.0,,,short,right,7.0,,0.0,0.0,-0.127177192,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,2,3.0,18,77.0,0:45,45.0,1845.0,4.0,0,3.0,0.0,run,1.0,0.0,0.0,1,0,0.0,middle,,,,,,5.0,1.0,0.070003491,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,1.0,10,70.0,15:00,900.0,1800.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,right,end,,,,,4.0,0.0,-0.014757555,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,2.0,6,66.0,14:25,865.0,1765.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,deep,left,20.0,1.0,21.0,1.0,1.84746456053108,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,1.0,10,45.0,13:57,837.0,1737.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,1,0.0,right,guard,,,,,8.0,1.0,0.5214566122740507,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,2.0,2,37.0,13:41,821.0,1721.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,right,end,,,,,13.0,1.0,1.043288807850331,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,1.0,10,24.0,13:08,788.0,1688.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,4.0,,0.0,0.0,-0.409538608,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,2.0,10,24.0,13:00,780.0,1680.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,-2.0,8.0,6.0,0.0,-0.038343401,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,3.0,4,18.0,12:24,744.0,1644.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,right,18.0,,0.0,0.0,-4.769082422,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,1.0,10,84.0,12:10,730.0,1630.0,4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,15.0,1.0,1.011078943,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,1.0,10,69.0,11:33,693.0,1593.0,4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,-1.0,0.0,-0.806607727,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,2.0,11,70.0,10:54,654.0,1554.0,4.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,middle,,,,,,1.0,0.0,-0.559063438,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,3.0,10,69.0,10:12,612.0,1512.0,4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,11.0,,0.0,0.0,-1.368798336,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,JAX,MIN,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,4.0,10,69.0,10:09,609.0,1509.0,4.0,0,3.0,3.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,1.0,0.922854172065854,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,1.0,10,86.0,10:01,601.0,1501.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,4.0,0.0,-0.122613301,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,2.0,6,82.0,9:18,558.0,1458.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,4.0,5.0,9.0,1.0,1.082882965914905,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,1.0,10,68.0,8:15,495.0,1395.0,-4.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,3.0,0.0,-0.432945224,0.0
2024_10_MIN_JAX,REG,10,11/10/2024,JAX,MIN,MIN,JAX,Home,EverBank Stadium,outdoors,grass,79.0,7.0,3,2.0,7,65.0,7:38,458.0,1358.0,-4.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,5.0,6.0,11.0,1.0,1.366942257154733,0.0
